"source_code","source_system","target_code","target_system","target_display"
"1713332","https://www.ohdsi.org/omop","A02BD04","http://www.whocc.no/atc","pantoprazole, amoxicillin and clarithromycin; systemic"
"1502905","https://www.ohdsi.org/omop","A10AE04","http://www.whocc.no/atc","insulin glargine; parenteral"
"1502905","https://www.ohdsi.org/omop","A10AE54","http://www.whocc.no/atc","insulin glargine and lixisenatide; systemic"
"1154343","https://www.ohdsi.org/omop","R03AK13","http://www.whocc.no/atc","salbutamol and beclometasone; inhalant"
"1154343","https://www.ohdsi.org/omop","R03AC02","http://www.whocc.no/atc","salbutamol; inhalant"
"1154343","https://www.ohdsi.org/omop","R03AL02","http://www.whocc.no/atc","salbutamol and ipratropium bromide; inhalant"
"1154343","https://www.ohdsi.org/omop","R03AK04","http://www.whocc.no/atc","salbutamol and sodium cromoglicate; inhalant"
"1154343","https://www.ohdsi.org/omop","R03CC02","http://www.whocc.no/atc","salbutamol; systemic"
"1154343","https://www.ohdsi.org/omop","R03AK15","http://www.whocc.no/atc","salbutamol and budesonide; inhalant"
"948078","https://www.ohdsi.org/omop","A02BC02","http://www.whocc.no/atc","pantoprazole; systemic"
"948078","https://www.ohdsi.org/omop","A02BD11","http://www.whocc.no/atc","pantoprazole, amoxicillin, clarithromycin and metronidazole; oral"
"948078","https://www.ohdsi.org/omop","A02BD04","http://www.whocc.no/atc","pantoprazole, amoxicillin and clarithromycin; systemic"
"1112807","https://www.ohdsi.org/omop","C10BX06","http://www.whocc.no/atc","atorvastatin, acetylsalicylic acid and ramipril; systemic"
"1112807","https://www.ohdsi.org/omop","C10BX04","http://www.whocc.no/atc","simvastatin, acetylsalicylic acid and ramipril; systemic"
"1112807","https://www.ohdsi.org/omop","A01AD05","http://www.whocc.no/atc","acetylsalicylic acid; local oral"
"1112807","https://www.ohdsi.org/omop","C07FX02","http://www.whocc.no/atc","sotalol and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","C10BX12","http://www.whocc.no/atc","atorvastatin, acetylsalicylic acid and perindopril; systemic"
"1112807","https://www.ohdsi.org/omop","N02BA51","http://www.whocc.no/atc","acetylsalicylic acid, combinations excl. psycholeptics; systemic"
"1112807","https://www.ohdsi.org/omop","N02AJ07","http://www.whocc.no/atc","codeine and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","N02AJ18","http://www.whocc.no/atc","oxycodone and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","C10BX02","http://www.whocc.no/atc","pravastatin and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","C10BX05","http://www.whocc.no/atc","rosuvastatin and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","C07FX04","http://www.whocc.no/atc","bisoprolol and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","N02BA01","http://www.whocc.no/atc","acetylsalicylic acid; systemic, rectal"
"1112807","https://www.ohdsi.org/omop","C10BX01","http://www.whocc.no/atc","simvastatin and acetylsalicylic acid; oral"
"1112807","https://www.ohdsi.org/omop","C10BX08","http://www.whocc.no/atc","atorvastatin and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","B01AF51","http://www.whocc.no/atc","rivaroxaban and acetylsalicylic acid; oral"
"1112807","https://www.ohdsi.org/omop","C07AB57","http://www.whocc.no/atc","[U] bisoprolol and acetylsalicylic acid"
"1112807","https://www.ohdsi.org/omop","M01BA03","http://www.whocc.no/atc","acetylsalicylic acid and corticosteroids; systemic"
"1112807","https://www.ohdsi.org/omop","B01AC56","http://www.whocc.no/atc","acetylsalicylic acid, combinations with proton pump inhibitors; systemic"
"1112807","https://www.ohdsi.org/omop","C07AA57","http://www.whocc.no/atc","[U] sotalol and acetylsalicylic acid"
"1112807","https://www.ohdsi.org/omop","N02BA71","http://www.whocc.no/atc","acetylsalicylic acid, combinations with psycholeptics; systemic"
"1112807","https://www.ohdsi.org/omop","C07AB52","http://www.whocc.no/atc","[U] metoprolol and acetylsalicylic acid"
"1112807","https://www.ohdsi.org/omop","C07FX03","http://www.whocc.no/atc","metoprolol and acetylsalicylic acid; systemic"
"1112807","https://www.ohdsi.org/omop","B01AC06","http://www.whocc.no/atc","acetylsalicylic acid; oral"
"1112807","https://www.ohdsi.org/omop","N02AJ02","http://www.whocc.no/atc","dihydrocodeine and acetylsalicylic acid; systemic"
"939259","https://www.ohdsi.org/omop","R03AK12","http://www.whocc.no/atc","salmeterol and budesonide; inhalant"
"939259","https://www.ohdsi.org/omop","A07EA06","http://www.whocc.no/atc","budesonide; oral, local oral"
"939259","https://www.ohdsi.org/omop","D07AC09","http://www.whocc.no/atc","budesonide; topical"
"939259","https://www.ohdsi.org/omop","R03AK15","http://www.whocc.no/atc","salbutamol and budesonide; inhalant"
"939259","https://www.ohdsi.org/omop","R03BA02","http://www.whocc.no/atc","budesonide; inhalant"
"939259","https://www.ohdsi.org/omop","R03AL11","http://www.whocc.no/atc","formoterol, glycopyrronium bromide and budesonide; inhalant"
"939259","https://www.ohdsi.org/omop","R01AD05","http://www.whocc.no/atc","budesonide; nasal"
"939259","https://www.ohdsi.org/omop","R03AK07","http://www.whocc.no/atc","formoterol and budesonide; inhalant"
"1551099","https://www.ohdsi.org/omop","H02AB07","http://www.whocc.no/atc","prednisone; oral"
"1551099","https://www.ohdsi.org/omop","A07EA03","http://www.whocc.no/atc","prednisone; oral, rectal"
"1110410","https://www.ohdsi.org/omop","N02AA01","http://www.whocc.no/atc","morphine; systemic, rectal"
"1110410","https://www.ohdsi.org/omop","N02AG01","http://www.whocc.no/atc","morphine and antispasmodics; systemic"
"1110410","https://www.ohdsi.org/omop","R05DA05","http://www.whocc.no/atc","opium alkaloids with morphine; systemic"
"1110410","https://www.ohdsi.org/omop","N02AA51","http://www.whocc.no/atc","morphine, combinations; systemic"
"1110410","https://www.ohdsi.org/omop","A07DA52","http://www.whocc.no/atc","morphine, combinations; oral"
"791967","https://www.ohdsi.org/omop","N05BA06","http://www.whocc.no/atc","lorazepam; systemic, sublingual"
"791967","https://www.ohdsi.org/omop","N05BA56","http://www.whocc.no/atc","lorazepam, combinations; systemic"
"766814","https://www.ohdsi.org/omop","N05AH04","http://www.whocc.no/atc","quetiapine; oral"
"1545958","https://www.ohdsi.org/omop","C10BX06","http://www.whocc.no/atc","atorvastatin, acetylsalicylic acid and ramipril; systemic"
"1545958","https://www.ohdsi.org/omop","C10BX03","http://www.whocc.no/atc","atorvastatin and amlodipine; oral"
"1545958","https://www.ohdsi.org/omop","C10BX18","http://www.whocc.no/atc","atorvastatin, amlodipine and ramipril; oral"
"1545958","https://www.ohdsi.org/omop","C10BX15","http://www.whocc.no/atc","atorvastatin and perindopril; systemic"
"1545958","https://www.ohdsi.org/omop","C10BA05","http://www.whocc.no/atc","atorvastatin and ezetimibe; oral"
"1545958","https://www.ohdsi.org/omop","C10BX08","http://www.whocc.no/atc","atorvastatin and acetylsalicylic acid; systemic"
"1545958","https://www.ohdsi.org/omop","C10BX19","http://www.whocc.no/atc","atorvastatin, amlodipine and candesartan; oral"
"1545958","https://www.ohdsi.org/omop","C10BX12","http://www.whocc.no/atc","atorvastatin, acetylsalicylic acid and perindopril; systemic"
"1545958","https://www.ohdsi.org/omop","C10BA08","http://www.whocc.no/atc","atorvastatin and omega-3 fatty acids; systemic"
"1545958","https://www.ohdsi.org/omop","C10BX11","http://www.whocc.no/atc","atorvastatin, amlodipine and perindopril; systemic"
"1545958","https://www.ohdsi.org/omop","C10AA55","http://www.whocc.no/atc","[U] atorvastatin, combinations"
"1545958","https://www.ohdsi.org/omop","C10AA05","http://www.whocc.no/atc","atorvastatin; oral"
"1332418","https://www.ohdsi.org/omop","C09BB07","http://www.whocc.no/atc","ramipril and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09DB05","http://www.whocc.no/atc","irbesartan and amlodipine; systemic"
"1332418","https://www.ohdsi.org/omop","C09DB02","http://www.whocc.no/atc","olmesartan medoxomil and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09BB13","http://www.whocc.no/atc","benazepril and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09DB06","http://www.whocc.no/atc","losartan and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09BX01","http://www.whocc.no/atc","perindopril, amlodipine and indapamide; systemic"
"1332418","https://www.ohdsi.org/omop","C09DB01","http://www.whocc.no/atc","valsartan and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09BX04","http://www.whocc.no/atc","perindopril, bisoprolol and amlodipine; systemic"
"1332418","https://www.ohdsi.org/omop","C07FB12","http://www.whocc.no/atc","nebivolol and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C07FB13","http://www.whocc.no/atc","metoprolol and amlodipine; systemic"
"1332418","https://www.ohdsi.org/omop","C10BX03","http://www.whocc.no/atc","atorvastatin and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09BX06","http://www.whocc.no/atc","perindopril, bisoprolol, amlodipine and indapamide; oral"
"1332418","https://www.ohdsi.org/omop","C10BX07","http://www.whocc.no/atc","rosuvastatin, amlodipine and lisinopril; oral"
"1332418","https://www.ohdsi.org/omop","C09BB04","http://www.whocc.no/atc","perindopril and amlodipine; systemic"
"1332418","https://www.ohdsi.org/omop","C10BX18","http://www.whocc.no/atc","atorvastatin, amlodipine and ramipril; oral"
"1332418","https://www.ohdsi.org/omop","C09DB09","http://www.whocc.no/atc","fimasartan and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09BB03","http://www.whocc.no/atc","lisinopril and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C08GA02","http://www.whocc.no/atc","amlodipine and diuretics; oral"
"1332418","https://www.ohdsi.org/omop","C09DX06","http://www.whocc.no/atc","candesartan, amlodipine and hydrochlorothiazide; oral"
"1332418","https://www.ohdsi.org/omop","C09DX08","http://www.whocc.no/atc","telmisartan, amlodipine and hydrochlorothiazide; oral"
"1332418","https://www.ohdsi.org/omop","C08CA01","http://www.whocc.no/atc","amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C08CA51","http://www.whocc.no/atc","amlodipine and celecoxib; oral"
"1332418","https://www.ohdsi.org/omop","C09XA53","http://www.whocc.no/atc","aliskiren and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C10BX19","http://www.whocc.no/atc","atorvastatin, amlodipine and candesartan; oral"
"1332418","https://www.ohdsi.org/omop","C09BX03","http://www.whocc.no/atc","ramipril, amlodipine and hydrochlorothiazide; oral"
"1332418","https://www.ohdsi.org/omop","C09DB07","http://www.whocc.no/atc","candesartan and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C09DX07","http://www.whocc.no/atc","irbesartan, amlodipine and hydrochlorothiazide; systemic"
"1332418","https://www.ohdsi.org/omop","C09DX01","http://www.whocc.no/atc","valsartan, amlodipine and hydrochlorothiazide; oral"
"1332418","https://www.ohdsi.org/omop","C10BX14","http://www.whocc.no/atc","rosuvastatin, amlodipine and perindopril; systemic"
"1332418","https://www.ohdsi.org/omop","C09XA54","http://www.whocc.no/atc","aliskiren, amlodipine and hydrochlorothiazide; oral"
"1332418","https://www.ohdsi.org/omop","C09DX03","http://www.whocc.no/atc","olmesartan medoxomil, amlodipine and hydrochlorothiazide; oral"
"1332418","https://www.ohdsi.org/omop","C10BX09","http://www.whocc.no/atc","rosuvastatin and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C07FB07","http://www.whocc.no/atc","bisoprolol and amlodipine; systemic"
"1332418","https://www.ohdsi.org/omop","C09DB04","http://www.whocc.no/atc","telmisartan and amlodipine; oral"
"1332418","https://www.ohdsi.org/omop","C10BX11","http://www.whocc.no/atc","atorvastatin, amlodipine and perindopril; systemic"
"1539403","https://www.ohdsi.org/omop","A10BH51","http://www.whocc.no/atc","sitagliptin and simvastatin; oral, topical"
"1539403","https://www.ohdsi.org/omop","C10AA51","http://www.whocc.no/atc","[U] simvastatin, combinations"
"1539403","https://www.ohdsi.org/omop","C10BX01","http://www.whocc.no/atc","simvastatin and acetylsalicylic acid; oral"
"1539403","https://www.ohdsi.org/omop","C10BA04","http://www.whocc.no/atc","simvastatin and fenofibrate; oral, topical"
"1539403","https://www.ohdsi.org/omop","C10AA01","http://www.whocc.no/atc","simvastatin; oral"
"1539403","https://www.ohdsi.org/omop","C10BA02","http://www.whocc.no/atc","simvastatin and ezetimibe; oral, topical"
"1539403","https://www.ohdsi.org/omop","C10BX04","http://www.whocc.no/atc","simvastatin, acetylsalicylic acid and ramipril; systemic"
"1361711","https://www.ohdsi.org/omop","C01DA52","http://www.whocc.no/atc","glyceryl trinitrate, combinations; systemic"
"1361711","https://www.ohdsi.org/omop","D03AX07","http://www.whocc.no/atc","[U] glyceryl trinitrate"
"1361711","https://www.ohdsi.org/omop","C05AE01","http://www.whocc.no/atc","glyceryl trinitrate; rectal, topical"
"1361711","https://www.ohdsi.org/omop","C01DA02","http://www.whocc.no/atc","glyceryl trinitrate; oral, oral aerosol, sublingual, transdermal"
"19024063","https://www.ohdsi.org/omop","B01AA07","http://www.whocc.no/atc","acenocoumarol; oral"
"1367500","https://www.ohdsi.org/omop","C09CA01","http://www.whocc.no/atc","losartan; oral"
"1367500","https://www.ohdsi.org/omop","C09DB06","http://www.whocc.no/atc","losartan and amlodipine; oral"
"1367500","https://www.ohdsi.org/omop","C09DA01","http://www.whocc.no/atc","losartan and diuretics; oral"
"906780","https://www.ohdsi.org/omop","A03FA01","http://www.whocc.no/atc","metoclopramide; systemic, rectal"
"1103314","https://www.ohdsi.org/omop","N02AJ16","http://www.whocc.no/atc","tramadol and celecoxib; oral"
"1103314","https://www.ohdsi.org/omop","N02AX52","http://www.whocc.no/atc","[U] tramadol and paracetamol"
"1103314","https://www.ohdsi.org/omop","N02AJ13","http://www.whocc.no/atc","tramadol and paracetamol; systemic"
"1103314","https://www.ohdsi.org/omop","N02AJ15","http://www.whocc.no/atc","tramadol and other non-opioid analgesics; systemic"
"1103314","https://www.ohdsi.org/omop","N02AX02","http://www.whocc.no/atc","tramadol; systemic, rectal"
"1103314","https://www.ohdsi.org/omop","N02AJ14","http://www.whocc.no/atc","tramadol and dexketoprofen; systemic"
"1596977","https://www.ohdsi.org/omop","A10AD01","http://www.whocc.no/atc","insulin (human); parenteral"
"1596977","https://www.ohdsi.org/omop","A10AB01","http://www.whocc.no/atc","insulin (human); parenteral"
"1326303","https://www.ohdsi.org/omop","C01AA05","http://www.whocc.no/atc","digoxin; systemic"
"1000560","https://www.ohdsi.org/omop","A04AA01","http://www.whocc.no/atc","ondansetron; systemic, rectal"
"43013024","https://www.ohdsi.org/omop","B01AF02","http://www.whocc.no/atc","apixaban; oral"
"1746114","https://www.ohdsi.org/omop","J01CA12","http://www.whocc.no/atc","piperacillin; parenteral"
"1746114","https://www.ohdsi.org/omop","J01CR05","http://www.whocc.no/atc","piperacillin and beta-lactamase inhibitor; parenteral"
"1501700","https://www.ohdsi.org/omop","H03AA01","http://www.whocc.no/atc","levothyroxine sodium; systemic"
"1501700","https://www.ohdsi.org/omop","H03AA03","http://www.whocc.no/atc","combinations of levothyroxine and liothyronine; systemic"
"1501700","https://www.ohdsi.org/omop","H03AA51","http://www.whocc.no/atc","levothyroxine sodium and iodine compounds; systemic"
"924566","https://www.ohdsi.org/omop","G04CA53","http://www.whocc.no/atc","tamsulosin and solifenacin; systemic"
"924566","https://www.ohdsi.org/omop","G04CA02","http://www.whocc.no/atc","tamsulosin; oral"
"924566","https://www.ohdsi.org/omop","G04CA52","http://www.whocc.no/atc","tamsulosin and dutasteride; systemic"
"924566","https://www.ohdsi.org/omop","G04CA54","http://www.whocc.no/atc","tamsulosin and tadalafil; systemic"
"987245","https://www.ohdsi.org/omop","A06AD11","http://www.whocc.no/atc","lactulose; oral"
"987245","https://www.ohdsi.org/omop","A06AD61","http://www.whocc.no/atc","lactulose, combinations; oral"
"1346823","https://www.ohdsi.org/omop","C07FX06","http://www.whocc.no/atc","carvedilol and ivabradine; oral, rectal"
"1346823","https://www.ohdsi.org/omop","C07AG02","http://www.whocc.no/atc","carvedilol; oral"
"19011773","https://www.ohdsi.org/omop","A11GA01","http://www.whocc.no/atc","ascorbic acid (vit C); systemic"
"19011773","https://www.ohdsi.org/omop","A11GB01","http://www.whocc.no/atc","ascorbic acid (vit C) and calcium; systemic"
"19011773","https://www.ohdsi.org/omop","G01AD03","http://www.whocc.no/atc","ascorbic acid; vaginal"
"19011773","https://www.ohdsi.org/omop","S01XA15","http://www.whocc.no/atc","ascorbic acid; ophthalmic"
"970250","https://www.ohdsi.org/omop","C03DA01","http://www.whocc.no/atc","spironolactone; oral"
"974166","https://www.ohdsi.org/omop","C09XA52","http://www.whocc.no/atc","aliskiren and hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C09DX08","http://www.whocc.no/atc","telmisartan, amlodipine and hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C09BX03","http://www.whocc.no/atc","ramipril, amlodipine and hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C03AA03","http://www.whocc.no/atc","hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C03EA01","http://www.whocc.no/atc","hydrochlorothiazide and potassium-sparing agents; oral"
"974166","https://www.ohdsi.org/omop","C03AX01","http://www.whocc.no/atc","hydrochlorothiazide, combinations; oral"
"974166","https://www.ohdsi.org/omop","C03AB03","http://www.whocc.no/atc","hydrochlorothiazide and potassium; oral"
"974166","https://www.ohdsi.org/omop","C09DX06","http://www.whocc.no/atc","candesartan, amlodipine and hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C09DX07","http://www.whocc.no/atc","irbesartan, amlodipine and hydrochlorothiazide; systemic"
"974166","https://www.ohdsi.org/omop","C09DX01","http://www.whocc.no/atc","valsartan, amlodipine and hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C09XA54","http://www.whocc.no/atc","aliskiren, amlodipine and hydrochlorothiazide; oral"
"974166","https://www.ohdsi.org/omop","C09DX03","http://www.whocc.no/atc","olmesartan medoxomil, amlodipine and hydrochlorothiazide; oral"
"1167322","https://www.ohdsi.org/omop","M04AA01","http://www.whocc.no/atc","allopurinol; systemic"
"1167322","https://www.ohdsi.org/omop","M04AA51","http://www.whocc.no/atc","allopurinol, combinations; systemic"
"1322184","https://www.ohdsi.org/omop","B01AC04","http://www.whocc.no/atc","clopidogrel; oral"
"1304643","https://www.ohdsi.org/omop","B03XA02","http://www.whocc.no/atc","darbepoetin alfa; parenteral"
"1309944","https://www.ohdsi.org/omop","C01BD01","http://www.whocc.no/atc","amiodarone; systemic"
"1154029","https://www.ohdsi.org/omop","N01AH01","http://www.whocc.no/atc","fentanyl; systemic"
"1154029","https://www.ohdsi.org/omop","N01AH51","http://www.whocc.no/atc","fentanyl, combinations; systemic"
"1154029","https://www.ohdsi.org/omop","N02AB03","http://www.whocc.no/atc","fentanyl; nasal, sublingual, transdermal"
"723013","https://www.ohdsi.org/omop","N05BA01","http://www.whocc.no/atc","diazepam; systemic, rectal"
"1395773","https://www.ohdsi.org/omop","B03AB02","http://www.whocc.no/atc","saccharated iron oxide; oral"
"19056874","https://www.ohdsi.org/omop","M02AA27","http://www.whocc.no/atc","dexketoprofen; topical"
"19056874","https://www.ohdsi.org/omop","N02AJ14","http://www.whocc.no/atc","tramadol and dexketoprofen; systemic"
"19056874","https://www.ohdsi.org/omop","M01AE17","http://www.whocc.no/atc","dexketoprofen; systemic"
"1137529","https://www.ohdsi.org/omop","R03AC12","http://www.whocc.no/atc","salmeterol; inhalant"
"1137529","https://www.ohdsi.org/omop","R03AK06","http://www.whocc.no/atc","salmeterol and fluticasone; inhalant"
"1137529","https://www.ohdsi.org/omop","R03AK12","http://www.whocc.no/atc","salmeterol and budesonide; inhalant"
"766529","https://www.ohdsi.org/omop","N05AD01","http://www.whocc.no/atc","haloperidol; systemic"
"1797513","https://www.ohdsi.org/omop","J01RA11","http://www.whocc.no/atc","ciprofloxacin and tinidazole; systemic"
"1797513","https://www.ohdsi.org/omop","J01MA02","http://www.whocc.no/atc","ciprofloxacin; systemic"
"1797513","https://www.ohdsi.org/omop","S01AE03","http://www.whocc.no/atc","ciprofloxacin; ophthalmic"
"1797513","https://www.ohdsi.org/omop","S02AA15","http://www.whocc.no/atc","ciprofloxacin; otic"
"1797513","https://www.ohdsi.org/omop","S03AA07","http://www.whocc.no/atc","ciprofloxacin; ophthalmic, otic"
"1797513","https://www.ohdsi.org/omop","J01RA12","http://www.whocc.no/atc","ciprofloxacin and ornidazole; systemic"
"1797513","https://www.ohdsi.org/omop","J01RA10","http://www.whocc.no/atc","ciprofloxacin and metronidazole; systemic"
