"source_code","source_system","target_code","target_system","target_display"
"19020053","https://www.ohdsi.org/omop","N02AJ17","http://www.whocc.no/atc","oxycodone and paracetamol; systemic"
"19060004","https://www.ohdsi.org/omop","A11CC03","http://www.whocc.no/atc","alfacalcidol; systemic"
"19060004","https://www.ohdsi.org/omop","M05BB06","http://www.whocc.no/atc","alendronic acid and alfacalcidol, sequential; oral"
"932749","https://www.ohdsi.org/omop","C03CA02","http://www.whocc.no/atc","bumetanide; systemic"
"932749","https://www.ohdsi.org/omop","C03EB02","http://www.whocc.no/atc","bumetanide and potassium-sparing agents; systemic"
"932749","https://www.ohdsi.org/omop","C03CB02","http://www.whocc.no/atc","bumetanide and potassium; oral"
"40166187","https://www.ohdsi.org/omop","C09BX06","http://www.whocc.no/atc","perindopril, bisoprolol, amlodipine and indapamide; oral"
"40166187","https://www.ohdsi.org/omop","C09BX02","http://www.whocc.no/atc","perindopril and bisoprolol; systemic"
"40166187","https://www.ohdsi.org/omop","C07FX04","http://www.whocc.no/atc","bisoprolol and acetylsalicylic acid; systemic"
"40166187","https://www.ohdsi.org/omop","C07AB57","http://www.whocc.no/atc","[U] bisoprolol and acetylsalicylic acid"
"40166187","https://www.ohdsi.org/omop","C09BX04","http://www.whocc.no/atc","perindopril, bisoprolol and amlodipine; systemic"
"40166187","https://www.ohdsi.org/omop","C09BX05","http://www.whocc.no/atc","ramipril and bisoprolol; systemic"
"40166187","https://www.ohdsi.org/omop","C07FB07","http://www.whocc.no/atc","bisoprolol and amlodipine; systemic"
"40166187","https://www.ohdsi.org/omop","C07BB07","http://www.whocc.no/atc","bisoprolol and thiazides; systemic"
"40166187","https://www.ohdsi.org/omop","C07AB07","http://www.whocc.no/atc","bisoprolol; oral"
"19102504","https://www.ohdsi.org/omop","N03AX14","http://www.whocc.no/atc","levetiracetam; systemic"
"43648125","https://www.ohdsi.org/omop","B01AB05","http://www.whocc.no/atc","enoxaparin; parenteral"
"19073093","https://www.ohdsi.org/omop","C09BB07","http://www.whocc.no/atc","ramipril and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09DB05","http://www.whocc.no/atc","irbesartan and amlodipine; systemic"
"19073093","https://www.ohdsi.org/omop","C09DB02","http://www.whocc.no/atc","olmesartan medoxomil and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09BB13","http://www.whocc.no/atc","benazepril and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09DB06","http://www.whocc.no/atc","losartan and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09BX01","http://www.whocc.no/atc","perindopril, amlodipine and indapamide; systemic"
"19073093","https://www.ohdsi.org/omop","C09DB01","http://www.whocc.no/atc","valsartan and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09BX04","http://www.whocc.no/atc","perindopril, bisoprolol and amlodipine; systemic"
"19073093","https://www.ohdsi.org/omop","C07FB12","http://www.whocc.no/atc","nebivolol and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C07FB13","http://www.whocc.no/atc","metoprolol and amlodipine; systemic"
"19073093","https://www.ohdsi.org/omop","C10BX03","http://www.whocc.no/atc","atorvastatin and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09BX06","http://www.whocc.no/atc","perindopril, bisoprolol, amlodipine and indapamide; oral"
"19073093","https://www.ohdsi.org/omop","C10BX07","http://www.whocc.no/atc","rosuvastatin, amlodipine and lisinopril; oral"
"19073093","https://www.ohdsi.org/omop","C09BB04","http://www.whocc.no/atc","perindopril and amlodipine; systemic"
"19073093","https://www.ohdsi.org/omop","C10BX18","http://www.whocc.no/atc","atorvastatin, amlodipine and ramipril; oral"
"19073093","https://www.ohdsi.org/omop","C09DB09","http://www.whocc.no/atc","fimasartan and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09BB03","http://www.whocc.no/atc","lisinopril and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C08GA02","http://www.whocc.no/atc","amlodipine and diuretics; oral"
"19073093","https://www.ohdsi.org/omop","C09DX06","http://www.whocc.no/atc","candesartan, amlodipine and hydrochlorothiazide; oral"
"19073093","https://www.ohdsi.org/omop","C09DX08","http://www.whocc.no/atc","telmisartan, amlodipine and hydrochlorothiazide; oral"
"19073093","https://www.ohdsi.org/omop","C08CA01","http://www.whocc.no/atc","amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C08CA51","http://www.whocc.no/atc","amlodipine and celecoxib; oral"
"19073093","https://www.ohdsi.org/omop","C09XA53","http://www.whocc.no/atc","aliskiren and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C10BX19","http://www.whocc.no/atc","atorvastatin, amlodipine and candesartan; oral"
"19073093","https://www.ohdsi.org/omop","C09BX03","http://www.whocc.no/atc","ramipril, amlodipine and hydrochlorothiazide; oral"
"19073093","https://www.ohdsi.org/omop","C09DB07","http://www.whocc.no/atc","candesartan and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C09DX07","http://www.whocc.no/atc","irbesartan, amlodipine and hydrochlorothiazide; systemic"
"19073093","https://www.ohdsi.org/omop","C09DX01","http://www.whocc.no/atc","valsartan, amlodipine and hydrochlorothiazide; oral"
"19073093","https://www.ohdsi.org/omop","C10BX14","http://www.whocc.no/atc","rosuvastatin, amlodipine and perindopril; systemic"
"19073093","https://www.ohdsi.org/omop","C09XA54","http://www.whocc.no/atc","aliskiren, amlodipine and hydrochlorothiazide; oral"
"19073093","https://www.ohdsi.org/omop","C09DX03","http://www.whocc.no/atc","olmesartan medoxomil, amlodipine and hydrochlorothiazide; oral"
"19073093","https://www.ohdsi.org/omop","C10BX09","http://www.whocc.no/atc","rosuvastatin and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C07FB07","http://www.whocc.no/atc","bisoprolol and amlodipine; systemic"
"19073093","https://www.ohdsi.org/omop","C09DB04","http://www.whocc.no/atc","telmisartan and amlodipine; oral"
"19073093","https://www.ohdsi.org/omop","C10BX11","http://www.whocc.no/atc","atorvastatin, amlodipine and perindopril; systemic"
"21094354","https://www.ohdsi.org/omop","S01KA51","http://www.whocc.no/atc","hyaluronic acid, combinations; ophthalmic"
"21094354","https://www.ohdsi.org/omop","M09AX01","http://www.whocc.no/atc","hyaluronic acid; parenteral"
"21094354","https://www.ohdsi.org/omop","D03AX05","http://www.whocc.no/atc","hyaluronic acid; topical"
"21094354","https://www.ohdsi.org/omop","R01AX09","http://www.whocc.no/atc","hyaluronic acid; inhalant, nasal"
"21094354","https://www.ohdsi.org/omop","S01KA01","http://www.whocc.no/atc","hyaluronic acid; ophthalmic"
"46275732","https://www.ohdsi.org/omop","C09CA03","http://www.whocc.no/atc","valsartan; oral"
"46275732","https://www.ohdsi.org/omop","C09DX04","http://www.whocc.no/atc","valsartan and sacubitril; oral"
"46275732","https://www.ohdsi.org/omop","C09DX01","http://www.whocc.no/atc","valsartan, amlodipine and hydrochlorothiazide; oral"
"46275732","https://www.ohdsi.org/omop","C10BX10","http://www.whocc.no/atc","rosuvastatin and valsartan; oral"
"46275732","https://www.ohdsi.org/omop","C09DB01","http://www.whocc.no/atc","valsartan and amlodipine; oral"
"46275732","https://www.ohdsi.org/omop","C09DB08","http://www.whocc.no/atc","valsartan and lercanidipine; oral"
"46275732","https://www.ohdsi.org/omop","C09DX02","http://www.whocc.no/atc","valsartan and aliskiren; oral"
"46275732","https://www.ohdsi.org/omop","C09DA03","http://www.whocc.no/atc","valsartan and diuretics; oral"
"46275732","https://www.ohdsi.org/omop","C09DX05","http://www.whocc.no/atc","valsartan and nebivolol; oral"
"42480836","https://www.ohdsi.org/omop","R03BB04","http://www.whocc.no/atc","tiotropium bromide; inhalant"
"42480836","https://www.ohdsi.org/omop","R03AL06","http://www.whocc.no/atc","olodaterol and tiotropium bromide; inhalant"
"42480836","https://www.ohdsi.org/omop","R03AL10","http://www.whocc.no/atc","formoterol and tiotropium bromide; inhalant"
"42480836","https://www.ohdsi.org/omop","R03BB54","http://www.whocc.no/atc","tiotropium bromide, combinations; inhalant"
"40184727","https://www.ohdsi.org/omop","A07DA03","http://www.whocc.no/atc","loperamide; oral"
"40184727","https://www.ohdsi.org/omop","A07DA05","http://www.whocc.no/atc","loperamide oxide; oral"
"40184727","https://www.ohdsi.org/omop","A07DA53","http://www.whocc.no/atc","loperamide, combinations; oral"
"41351799","https://www.ohdsi.org/omop","N03AX14","http://www.whocc.no/atc","levetiracetam; systemic"
"45774754","https://www.ohdsi.org/omop","A10BD27","http://www.whocc.no/atc","metformin, linagliptin and empagliflozin; systemic"
"45774754","https://www.ohdsi.org/omop","A10BD20","http://www.whocc.no/atc","metformin and empagliflozin; oral"
"45774754","https://www.ohdsi.org/omop","A10BD19","http://www.whocc.no/atc","linagliptin and empagliflozin; oral"
"45774754","https://www.ohdsi.org/omop","A10BK03","http://www.whocc.no/atc","empagliflozin; oral"
"45774754","https://www.ohdsi.org/omop","A10BX12","http://www.whocc.no/atc","[U] empagliflozin"
"40175174","https://www.ohdsi.org/omop","H03AA01","http://www.whocc.no/atc","levothyroxine sodium; systemic"
"40175174","https://www.ohdsi.org/omop","H03AA03","http://www.whocc.no/atc","combinations of levothyroxine and liothyronine; systemic"
"40175174","https://www.ohdsi.org/omop","H03AA51","http://www.whocc.no/atc","levothyroxine sodium and iodine compounds; systemic"
"42931130","https://www.ohdsi.org/omop","R03AK13","http://www.whocc.no/atc","salbutamol and beclometasone; inhalant"
"42931130","https://www.ohdsi.org/omop","R03AC02","http://www.whocc.no/atc","salbutamol; inhalant"
"42931130","https://www.ohdsi.org/omop","R03AL02","http://www.whocc.no/atc","salbutamol and ipratropium bromide; inhalant"
"42931130","https://www.ohdsi.org/omop","R03AK04","http://www.whocc.no/atc","salbutamol and sodium cromoglicate; inhalant"
"42931130","https://www.ohdsi.org/omop","R03CC02","http://www.whocc.no/atc","salbutamol; systemic"
"42931130","https://www.ohdsi.org/omop","R03AK15","http://www.whocc.no/atc","salbutamol and budesonide; inhalant"
"36061388","https://www.ohdsi.org/omop","S03AA04","http://www.whocc.no/atc","chlorhexidine; ophthalmic, otic"
"36061388","https://www.ohdsi.org/omop","S02AA09","http://www.whocc.no/atc","chlorhexidine; otic"
"36061388","https://www.ohdsi.org/omop","D08AC02","http://www.whocc.no/atc","chlorhexidine; topical"
"36061388","https://www.ohdsi.org/omop","A01AB53","http://www.whocc.no/atc","chlorhexidine and cetylpyridinium; local oral"
"36061388","https://www.ohdsi.org/omop","R02AA05","http://www.whocc.no/atc","chlorhexidine; oral"
"36061388","https://www.ohdsi.org/omop","D09AA12","http://www.whocc.no/atc","chlorhexidine; topical"
"36061388","https://www.ohdsi.org/omop","A01AB03","http://www.whocc.no/atc","chlorhexidine; local oral"
"36061388","https://www.ohdsi.org/omop","S01AX09","http://www.whocc.no/atc","chlorhexidine; ophthalmic"
"36061388","https://www.ohdsi.org/omop","B05CA02","http://www.whocc.no/atc","chlorhexidine; irrigating solution"
"36061388","https://www.ohdsi.org/omop","D08AC52","http://www.whocc.no/atc","chlorhexidine, combinations; topical"
"42479436","https://www.ohdsi.org/omop","A12CA01","http://www.whocc.no/atc","sodium chloride; oral"
"42479436","https://www.ohdsi.org/omop","S01XA03","http://www.whocc.no/atc","sodium chloride, hypertonic; ophthalmic"
"42479436","https://www.ohdsi.org/omop","B05CB01","http://www.whocc.no/atc","sodium chloride; irrigating solution"
"42479436","https://www.ohdsi.org/omop","B05XA03","http://www.whocc.no/atc","sodium chloride; parenteral"
"40232700","https://www.ohdsi.org/omop","N02AA56","http://www.whocc.no/atc","oxycodone and naltrexone; systemic"
"40232700","https://www.ohdsi.org/omop","N02AA05","http://www.whocc.no/atc","oxycodone; systemic"
"40232700","https://www.ohdsi.org/omop","N02AA55","http://www.whocc.no/atc","oxycodone and naloxone; oral"
"40232700","https://www.ohdsi.org/omop","N02AJ19","http://www.whocc.no/atc","oxycodone and ibuprofen; systemic"
"40232700","https://www.ohdsi.org/omop","N02AJ17","http://www.whocc.no/atc","oxycodone and paracetamol; systemic"
"40232700","https://www.ohdsi.org/omop","N02AJ18","http://www.whocc.no/atc","oxycodone and acetylsalicylic acid; systemic"
"19036004","https://www.ohdsi.org/omop","A11AA02","http://www.whocc.no/atc","multivitamins and calcium; systemic"
"19036004","https://www.ohdsi.org/omop","M05BB02","http://www.whocc.no/atc","risedronic acid and calcium, sequential; oral"
"19036004","https://www.ohdsi.org/omop","A02AC01","http://www.whocc.no/atc","calcium carbonate; oral"
"19036004","https://www.ohdsi.org/omop","M05BB04","http://www.whocc.no/atc","risedronic acid, calcium and colecalciferol, sequential; oral"
"19036004","https://www.ohdsi.org/omop","A12AA04","http://www.whocc.no/atc","calcium carbonate; oral"
"19036004","https://www.ohdsi.org/omop","M05BB05","http://www.whocc.no/atc","alendronic acid, calcium and colecalciferol, sequential; oral"
"19036004","https://www.ohdsi.org/omop","M05BB08","http://www.whocc.no/atc","zoledronic acid, calcium and colecalciferol, sequential; systemic"
"19036004","https://www.ohdsi.org/omop","M05BB01","http://www.whocc.no/atc","etidronic acid and calcium, sequential; oral"
"46275725","https://www.ohdsi.org/omop","C09CA03","http://www.whocc.no/atc","valsartan; oral"
"46275725","https://www.ohdsi.org/omop","C09DX04","http://www.whocc.no/atc","valsartan and sacubitril; oral"
"46275725","https://www.ohdsi.org/omop","C09DX01","http://www.whocc.no/atc","valsartan, amlodipine and hydrochlorothiazide; oral"
"46275725","https://www.ohdsi.org/omop","C10BX10","http://www.whocc.no/atc","rosuvastatin and valsartan; oral"
"46275725","https://www.ohdsi.org/omop","C09DB01","http://www.whocc.no/atc","valsartan and amlodipine; oral"
"46275725","https://www.ohdsi.org/omop","C09DB08","http://www.whocc.no/atc","valsartan and lercanidipine; oral"
"46275725","https://www.ohdsi.org/omop","C09DX02","http://www.whocc.no/atc","valsartan and aliskiren; oral"
"46275725","https://www.ohdsi.org/omop","C09DA03","http://www.whocc.no/atc","valsartan and diuretics; oral"
"46275725","https://www.ohdsi.org/omop","C09DX05","http://www.whocc.no/atc","valsartan and nebivolol; oral"
"42707628","https://www.ohdsi.org/omop","N02AJ22","http://www.whocc.no/atc","hydrocodone and paracetamol; oral"
"42707628","https://www.ohdsi.org/omop","N02BE51","http://www.whocc.no/atc","paracetamol, combinations excl. psycholeptics; systemic"
"42707628","https://www.ohdsi.org/omop","N02AA08","http://www.whocc.no/atc","dihydrocodeine; oral"
"42707628","https://www.ohdsi.org/omop","N02AJ03","http://www.whocc.no/atc","dihydrocodeine and other non-opioid analgesics; systemic"
"42707628","https://www.ohdsi.org/omop","N02AJ02","http://www.whocc.no/atc","dihydrocodeine and acetylsalicylic acid; systemic"
"42707628","https://www.ohdsi.org/omop","N02BE71","http://www.whocc.no/atc","paracetamol, combinations with psycholeptics; systemic"
"42707628","https://www.ohdsi.org/omop","N02AJ01","http://www.whocc.no/atc","dihydrocodeine and paracetamol; systemic"
"42707628","https://www.ohdsi.org/omop","N02AJ06","http://www.whocc.no/atc","codeine and paracetamol; systemic"
"42707628","https://www.ohdsi.org/omop","N02BE01","http://www.whocc.no/atc","paracetamol; systemic, rectal"
"42707628","https://www.ohdsi.org/omop","N02BE05","http://www.whocc.no/atc","propacetamol; parenteral"
"42707628","https://www.ohdsi.org/omop","N02AX52","http://www.whocc.no/atc","[U] tramadol and paracetamol"
"42707628","https://www.ohdsi.org/omop","N02AJ13","http://www.whocc.no/atc","tramadol and paracetamol; systemic"
"42707628","https://www.ohdsi.org/omop","N02AA58","http://www.whocc.no/atc","dihydrocodeine, combinations; systemic"
"42707628","https://www.ohdsi.org/omop","N02AJ17","http://www.whocc.no/atc","oxycodone and paracetamol; systemic"
"734360","https://www.ohdsi.org/omop","N02BF02","http://www.whocc.no/atc","pregabalin; oral"
"734360","https://www.ohdsi.org/omop","N03AX16","http://www.whocc.no/atc","[U] pregabalin"
"957136","https://www.ohdsi.org/omop","C03CA01","http://www.whocc.no/atc","furosemide; systemic"
"957136","https://www.ohdsi.org/omop","C03EB01","http://www.whocc.no/atc","furosemide and potassium-sparing agents; systemic"
"957136","https://www.ohdsi.org/omop","C03CB01","http://www.whocc.no/atc","furosemide and potassium; oral"
"36895858","https://www.ohdsi.org/omop","C03CA01","http://www.whocc.no/atc","furosemide; systemic"
"36895858","https://www.ohdsi.org/omop","C03EB01","http://www.whocc.no/atc","furosemide and potassium-sparing agents; systemic"
"36895858","https://www.ohdsi.org/omop","C03CB01","http://www.whocc.no/atc","furosemide and potassium; oral"
"19027839","https://www.ohdsi.org/omop","B03AD03","http://www.whocc.no/atc","ferrous sulfate and folic acid; systemic"
"19027839","https://www.ohdsi.org/omop","B03AA07","http://www.whocc.no/atc","ferrous sulfate; oral"
"40223112","https://www.ohdsi.org/omop","R05DA04","http://www.whocc.no/atc","codeine; oral"
"40223112","https://www.ohdsi.org/omop","N02AJ08","http://www.whocc.no/atc","codeine and ibuprofen; systemic"
"40223112","https://www.ohdsi.org/omop","N02AA59","http://www.whocc.no/atc","codeine, combinations excl. psycholeptics; systemic"
"40223112","https://www.ohdsi.org/omop","N02AJ07","http://www.whocc.no/atc","codeine and acetylsalicylic acid; systemic"
"40223112","https://www.ohdsi.org/omop","N02AJ06","http://www.whocc.no/atc","codeine and paracetamol; systemic"
"40223112","https://www.ohdsi.org/omop","N02AJ09","http://www.whocc.no/atc","codeine and other non-opioid analgesics; systemic"
"40223112","https://www.ohdsi.org/omop","N02AA79","http://www.whocc.no/atc","codeine, combinations with psycholeptics; systemic"
"1545996","https://www.ohdsi.org/omop","C10BX06","http://www.whocc.no/atc","atorvastatin, acetylsalicylic acid and ramipril; systemic"
"1545996","https://www.ohdsi.org/omop","C10BX03","http://www.whocc.no/atc","atorvastatin and amlodipine; oral"
"1545996","https://www.ohdsi.org/omop","C10BX18","http://www.whocc.no/atc","atorvastatin, amlodipine and ramipril; oral"
"1545996","https://www.ohdsi.org/omop","C10BX15","http://www.whocc.no/atc","atorvastatin and perindopril; systemic"
"1545996","https://www.ohdsi.org/omop","C10BA05","http://www.whocc.no/atc","atorvastatin and ezetimibe; oral"
"1545996","https://www.ohdsi.org/omop","C10BX08","http://www.whocc.no/atc","atorvastatin and acetylsalicylic acid; systemic"
"1545996","https://www.ohdsi.org/omop","C10BX19","http://www.whocc.no/atc","atorvastatin, amlodipine and candesartan; oral"
"1545996","https://www.ohdsi.org/omop","C10BX12","http://www.whocc.no/atc","atorvastatin, acetylsalicylic acid and perindopril; systemic"
"1545996","https://www.ohdsi.org/omop","C10BA08","http://www.whocc.no/atc","atorvastatin and omega-3 fatty acids; systemic"
"1545996","https://www.ohdsi.org/omop","C10BX11","http://www.whocc.no/atc","atorvastatin, amlodipine and perindopril; systemic"
"1545996","https://www.ohdsi.org/omop","C10AA55","http://www.whocc.no/atc","[U] atorvastatin, combinations"
"1545996","https://www.ohdsi.org/omop","C10AA05","http://www.whocc.no/atc","atorvastatin; oral"
"43860658","https://www.ohdsi.org/omop","B01AB05","http://www.whocc.no/atc","enoxaparin; parenteral"
"36412291","https://www.ohdsi.org/omop","A12CA01","http://www.whocc.no/atc","sodium chloride; oral"
"36412291","https://www.ohdsi.org/omop","C03BB04","http://www.whocc.no/atc","chlortalidone and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03BB05","http://www.whocc.no/atc","mefruside and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03AB05","http://www.whocc.no/atc","polythiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","A12BA01","http://www.whocc.no/atc","potassium chloride; oral"
"36412291","https://www.ohdsi.org/omop","B05XA03","http://www.whocc.no/atc","sodium chloride; parenteral"
"36412291","https://www.ohdsi.org/omop","B05CB01","http://www.whocc.no/atc","sodium chloride; irrigating solution"
"36412291","https://www.ohdsi.org/omop","C03AB06","http://www.whocc.no/atc","trichlormethiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03AB04","http://www.whocc.no/atc","chlorothiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","A12BA51","http://www.whocc.no/atc","potassium, combinations; systemic"
"36412291","https://www.ohdsi.org/omop","C03AB01","http://www.whocc.no/atc","bendroflumethiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03BB07","http://www.whocc.no/atc","clofenamide and potassium; systemic"
"36412291","https://www.ohdsi.org/omop","C03AB02","http://www.whocc.no/atc","hydroflumethiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03BB03","http://www.whocc.no/atc","clopamide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03AB08","http://www.whocc.no/atc","methyclothiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03CB01","http://www.whocc.no/atc","furosemide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03AB03","http://www.whocc.no/atc","hydrochlorothiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","S01XA03","http://www.whocc.no/atc","sodium chloride, hypertonic; ophthalmic"
"36412291","https://www.ohdsi.org/omop","B05XA01","http://www.whocc.no/atc","potassium chloride; parenteral"
"36412291","https://www.ohdsi.org/omop","C03AB09","http://www.whocc.no/atc","cyclothiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03AB07","http://www.whocc.no/atc","cyclopenthiazide and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03BB02","http://www.whocc.no/atc","quinethazone and potassium; oral"
"36412291","https://www.ohdsi.org/omop","C03CB02","http://www.whocc.no/atc","bumetanide and potassium; oral"
"19079658","https://www.ohdsi.org/omop","C03DA01","http://www.whocc.no/atc","spironolactone; oral"
"19102189","https://www.ohdsi.org/omop","A02BC01","http://www.whocc.no/atc","omeprazole; systemic"
"19102189","https://www.ohdsi.org/omop","A02BD16","http://www.whocc.no/atc","omeprazole, amoxicillin and rifabutin; oral"
"19102189","https://www.ohdsi.org/omop","A02BD01","http://www.whocc.no/atc","omeprazole, amoxicillin and metronidazole; systemic"
"19102189","https://www.ohdsi.org/omop","A02BC51","http://www.whocc.no/atc","omeprazole, combinations; oral"
"19102189","https://www.ohdsi.org/omop","A02BD05","http://www.whocc.no/atc","omeprazole, amoxicillin and clarithromycin; systemic"
"21031335","https://www.ohdsi.org/omop","A11AA02","http://www.whocc.no/atc","multivitamins and calcium; systemic"
"21031335","https://www.ohdsi.org/omop","M05BB02","http://www.whocc.no/atc","risedronic acid and calcium, sequential; oral"
"21031335","https://www.ohdsi.org/omop","A02AC01","http://www.whocc.no/atc","calcium carbonate; oral"
"21031335","https://www.ohdsi.org/omop","A12AA04","http://www.whocc.no/atc","calcium carbonate; oral"
"21031335","https://www.ohdsi.org/omop","M05BB05","http://www.whocc.no/atc","alendronic acid, calcium and colecalciferol, sequential; oral"
"21031335","https://www.ohdsi.org/omop","A11CC05","http://www.whocc.no/atc","colecalciferol; oral"
"21031335","https://www.ohdsi.org/omop","M05BB08","http://www.whocc.no/atc","zoledronic acid, calcium and colecalciferol, sequential; systemic"
"21031335","https://www.ohdsi.org/omop","M05BB01","http://www.whocc.no/atc","etidronic acid and calcium, sequential; oral"
"21031335","https://www.ohdsi.org/omop","M05BB03","http://www.whocc.no/atc","alendronic acid and colecalciferol; oral"
"21031335","https://www.ohdsi.org/omop","A11CC55","http://www.whocc.no/atc","colecalciferol, combinations; systemic"
"21031335","https://www.ohdsi.org/omop","M05BB04","http://www.whocc.no/atc","risedronic acid, calcium and colecalciferol, sequential; oral"
"21031335","https://www.ohdsi.org/omop","M05BB09","http://www.whocc.no/atc","ibandronic acid and colecalciferol; systemic"
"21031335","https://www.ohdsi.org/omop","M05BX53","http://www.whocc.no/atc","strontium ranelate and colecalciferol; systemic"
"42480110","https://www.ohdsi.org/omop","D07AC13","http://www.whocc.no/atc","mometasone; topical"
"42480110","https://www.ohdsi.org/omop","R03AL12","http://www.whocc.no/atc","indacaterol, glycopyrronium bromide and mometasone; inhalant"
